url_id,file_name,url,cc_digest,cc_http_mime,cc_detected_mime,cc_warc_file_name,cc_warc_start,cc_warc_end,cc_truncated,fetched_status,fetched_digest,fetched_length
1944486,0000010.pdf,http://olympiaschnittmuster.de/pdf/nodata.pdf,XRISBRDZDDAJASG54N6M6ZSB7KU7LAKU,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046157039.99/warc/CC-MAIN-20210805193327-20210805223327-00543.warc.gz,35438776,35944176,length,REFETCHED_SUCCESS,000017953e0d6571bb1a29a88677ea9d85d0a6c22841c14156f3a3f6e748c19a,1447785
3337795,0000011.pdf,https://sixpennyhandleyschool.co.uk/files/2%20Academy_Schools.pdf,YMYQF2EMCK7F2256FR5FABNT3YFUZ2SQ,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046153966.60/warc/CC-MAIN-20210730122926-20210730152926-00229.warc.gz,534246502,534433588,,ADDED_TO_REPOSITORY,00001c29308ba964c1291094a3f7d256c0f3e396bcd9b61fbbe98ffc5fccfe71,194767
6915225,0000012.pdf,https://www.indiaseeds.com/tender2021/IT4655.pdf,HSUAMCNBO5VD3TPKCBGCF2VSJKCZBWZZ,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046154459.22/warc/CC-MAIN-20210803124251-20210803154251-00405.warc.gz,808866517,809748248,,ADDED_TO_REPOSITORY,0000201ab364405440c5fe4dd96f2786dfdaf19ab06acb81d23abd1eb364b241,932422
4618594,0000013.pdf,http://broady.se/arkiv/dba-f5a60-20060928-langerth-manniskor-av-god-vilja.pdf,V7QEUVOBZIJ6KQNH672SN4HXUM5FKSE3,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046154420.77/warc/CC-MAIN-20210803030201-20210803060201-00182.warc.gz,7336692,7538750,,ADDED_TO_REPOSITORY,000022cd79908b163ff5cb7bb6e4e78d222189a21f43ca608c879322f1377ca8,209118
2357382,0000014.pdf,https://www.jankovcb.cz/e_download.php?file=data/editor/71cs_25.pdf&original=P%C5%99%C3%ADloha.pdf,BW7BUBYMLXIL3G3EVAWCGAGLKYUQJSW4,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046154304.34/warc/CC-MAIN-20210802043814-20210802073814-00309.warc.gz,847810909,848846481,length,REFETCHED_SUCCESS,000026e84eb32b8a4ce26847e6fa0ecd0388cdfce68c1404ed9399deac6c2a29,1295391
4403930,0000015.pdf,http://pub.euncet.es/?a=14803XLIG9W5DBJ0PVK0I9BD0,6YTZ7F6KMW2CPQFA34OFC64JUUNIZO27,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046152144.81/warc/CC-MAIN-20210726152107-20210726182107-00544.warc.gz,35705816,35824279,,ADDED_TO_REPOSITORY,00002ab03eb8ebd80b90a491795dc7f0a7fc8c46f528c760f2e12847d0f6c14b,243606
1743517,0000016.pdf,https://dgao.de/wp-content/uploads/2021/07/W3_Laser_und_Oberflaechentechnik_dt_211020.pdf,6J5M4T3TVWHMQGCUC55ARO2MHKU43XWV,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046154032.75/warc/CC-MAIN-20210730220317-20210731010317-00083.warc.gz,210928764,211160481,,ADDED_TO_REPOSITORY,00002bfc74a08fa82de8c2f3f0953023a482526f7b5b02f64359ca091e0de039,249659
4732876,0000017.pdf,https://15ce12aa-a-9e126ad0-s-sites.googlegroups.com/a/leobaeck.net/http-nissanpollak-google-com-a-leobaeck-net/neg/%D7%A9%D7%AA%D7%9C%D7%A9%D7%91%D7%9C%D7%95%D7%9C%D7%9E%D7%A1%D7%99%D7%99%D7%A2%D7%9C%D7%AA%D7%9C%D7%9E%D7%99%D7%93%D7%99%D7%9D.pdf?attachauth=ANoY7coPvAy3WzHrjxzwRS07_KIFWTm9IlUclZRxv1y68nkbjGZGOS1brj34TVC7k5k15H5nlEOewq8UBjuhitC-oo6xexFD99YZsMddGOHOM8yRks11y5_rpNfYgpxxXIg4g_lgpdj-dTHnsorVbt_2RZQmxh01yruWOXsmaJ3PCpatW_el2z-zqDFUD5y_YiLySgRjg_aeGfMN8_nQrjTPUmW9eHGnj3YA9aKg3DirhfdcSASIMrZ3sMVIEFwPZ5WcYF82bVQGzPfitKvFxOTk6kZM7vGXxXEdXLm1Q1vE9u7Rh5-KxGeTEmY7TYXtqLj0748T3LipPHTEu1S8dQvZLdfifX07lBxajBTq5WZOI5LB1hhQT3yHZNHlrkSEKHZLbe2tLJo1xu1A1kZ6KK2DswP-5oHj7jfxYfQ_4doT-dRnB4-DkQk%3D&attredirects=0&d=1,4PHOZNQGU3C6NUEDUH4MVERWW6B2WODX,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046154878.27/warc/CC-MAIN-20210804142918-20210804172918-00130.warc.gz,91721898,92032186,,ADDED_TO_REPOSITORY,00002f8d311ed54e243cd09f6331e3ddf1a68757667e19c049a489b71c988010,310303
7509312,0000018.pdf,https://scriptame.net/wa_files/hozho%2006%20-article%20irene%20zumsteg%20p10-13.pdf,46UDR44VABJRHMWD3UVHG6JG4JO5QX2R,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046154805.72/warc/CC-MAIN-20210804111738-20210804141738-00147.warc.gz,483756013,484790425,length,REFETCHED_SUCCESS,00002f9c882e7d2da9a6966706ec2386490ec5fc5db7139d5449746fda2ceb47,8621111
3000288,0000019.pdf,http://islandenterprisesinc.com/wp-content/uploads/2021/07/IERLLC-Bud-Tender.pdf,OCD2QBLTEYSSHOJ2MLWXJZ3SQMO2DJCS,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046153892.74/warc/CC-MAIN-20210729172022-20210729202022-00161.warc.gz,21084718,21174456,,ADDED_TO_REPOSITORY,000031c7558ca0038df6cc1f04b394f0fa8ed5647db4ae89cdb506cfdcd68c3f,92242
1053279,0000020.pdf,https://www.comunarebricea.ro/ari_afisare_document.php?document=1843,RQJPKJMP6GZS4OHUR6EXDM7N5WEWONDV,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046150129.50/warc/CC-MAIN-20210724032221-20210724062221-00298.warc.gz,716572895,716760986,,ADDED_TO_REPOSITORY,000036f186e3d570be1ac5692b43058a1186e8d2e66927d2d824c064090991a0,200900
3185226,0000021.pdf,https://salairesminimums.be/document/print.html?date=11/06/2021&jcId=bb85f7798163420b9227b1660acfd685,77AQNEJHNLIFG5QZSAI2WBPWPKZB7PBE,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046153816.3/warc/CC-MAIN-20210729043158-20210729073158-00531.warc.gz,505588032,505610611,,ADDED_TO_REPOSITORY,00003b0ea22b8944c4d5e845bc23a72468311aebe619b5563907dd32a3182028,22364
5263040,0000022.pdf,https://www.londonderryvt.org/wp-content/uploads/2021/05/2021-12-PLATT-1.pdf,SP27ZFEXVC3DTNQYZKMVSAADXVJWX27U,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046151531.67/warc/CC-MAIN-20210724223025-20210725013025-00708.warc.gz,922422710,922520394,,ADDED_TO_REPOSITORY,00003b430a2b868b012225754604db3396a5da43c84ae5ca7bc857b188d547b0,116532
324831,0000023.pdf,https://corporate.dow.com/content/dam/corp/documents/olympics-sports/878-00141-01-science-of-sport-olympic-games-tokyo-2020.pdf,KVPZOZH7W5E4TO4254HFLTKGQIP4VFPC,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046157039.99/warc/CC-MAIN-20210805193327-20210805223327-00415.warc.gz,193855312,194873500,length,REFETCHED_SUCCESS,00003d5802dd34ad0d7a7abea2f42802e6f9800e8a4e77744ea02132cb26870f,3203235
125468,0000024.pdf,http://jobs.newsok.com/cgi-bin/content/view.php?data=physics_of_nanodevices_materials_science_centre&filetype=pdf&id=9b0d77fb3436e7abd1bdf0a0f18972c0,H57UT6E6XN43YWUEE3JXKTHUDUAZ7QQB,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046154163.9/warc/CC-MAIN-20210801061513-20210801091513-00505.warc.gz,25388884,25419344,,ADDED_TO_REPOSITORY,00003e39302ed8e53de7a1908b4e37148c744117cf1ff5742ff736c3ae65bce0,49058
7021015,0000025.pdf,https://kanagawa-pho.jp/tender/files/210810/ambulance_kodomo/koukoku.pdf,EW4OCJ7WYYHPIGL5SENBFAJX33MP7B4P,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046154042.23/warc/CC-MAIN-20210731011529-20210731041529-00576.warc.gz,356302284,356497530,,ADDED_TO_REPOSITORY,00003ebe6ccb6eeaf66c918b27291b602fa432782a8fde41815e281b31bec557,203319
3060555,0000026.pdf,https://www.pauwelsbegrafenissen.be/wp-content/uploads/2021/01/MOMBAERTS-Gaby.pdf,PILPAYPV53UYVCL4GYVHZ2LE7BBQ4YVE,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046151638.93/warc/CC-MAIN-20210725045638-20210725075638-00125.warc.gz,977419990,977528180,,ADDED_TO_REPOSITORY,00004186a6ba2347184e3f54da4706a26b1911fc309f2f6c2775ccf01ddca0c1,127080
4587614,0000027.pdf,https://www.e-publicacoes.uerj.br/index.php/childhood/article/download/47899/33022,ID73UOQREKEFTRTIUULJHUPDJHGZ7VSB,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046155458.35/warc/CC-MAIN-20210805063730-20210805093730-00150.warc.gz,755128033,755469915,,ADDED_TO_REPOSITORY,000048356d27d0215379e54a6f30e8ef35e4b8283f9df1058beee928b0111dee,359089
1948192,0000028.pdf,http://ksdl.karnataka.gov.in/recruitment/Notification-of-Stenographers-Typists.pdf,VOXVMEBIMAOQ44X4HQYBRPOTTLWCZ2LW,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046150067.51/warc/CC-MAIN-20210723210216-20210724000216-00704.warc.gz,30338772,30801449,,ADDED_TO_REPOSITORY,00004a5f61dc595ee545957fe1207df6c6f864b12dd417f0369ecd70e882040d,501727
5625095,0000029.pdf,https://www.marshallhs.org/wp-content/uploads/sites/13/2021/06/Marshall-Safe-Return-Plan.pdf,SCIERWBPKBHWSFG22U6EFWP7QQR5GTJD,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046157039.99/warc/CC-MAIN-20210805193327-20210805223327-00502.warc.gz,910376486,910762566,,ADDED_TO_REPOSITORY,00004ceb6c931e8e42ecd0ca60af14b705951c14b417fab101553e9a2405de30,426955
7669998,0000030.pdf,"https://academicresearchlibrary.org/images/August27-28-IIERD-ICNSMDAIME-20-(Istanbul,Turkey)_.pdf",ZKQQYMBIUPX6FYYHLRMZSERW6XRVHXOG,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046153729.44/warc/CC-MAIN-20210728123318-20210728153318-00593.warc.gz,100160428,101153840,length,REFETCHED_SUCCESS,00004cf2c10a3b20651831a2bdd2e70cef8527e321813cd07486b035ecd460f7,5708232
5471541,0000031.pdf,https://arvindguptatoys.com/arvindgupta/12vishwa.pdf,E4HR2KC77BQXV5W4HQNVYFKFIKHKT2VP,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046150000.59/warc/CC-MAIN-20210723175111-20210723205111-00003.warc.gz,129103954,129647655,,ADDED_TO_REPOSITORY,0000515353f742c01fc645675734e8f6cc4cb863b57a3aa0f74efa0d9e3d50f1,582138
3297357,0000032.pdf,https://abmschool.com/PDF/CBSE/ABM-Affidavit.pdf,NHW6W35ZLTCPHV3765AS4GNOA6P34AOB,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046153391.5/warc/CC-MAIN-20210727103626-20210727133626-00698.warc.gz,96259996,96683756,,ADDED_TO_REPOSITORY,0000516cfabe577f6866b7cfab12e21e9a15c09ceed677b6de2552a1b478f33c,432846
1678984,0000033.pdf,https://www.pacourts.us/Storage/media/pdfs/20210519/143546-file-8490.pdf,AL2OSPJKQC4BF5A3NKFSORGCG2B7SEXO,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046153814.37/warc/CC-MAIN-20210729011903-20210729041903-00139.warc.gz,933829966,933871367,,ADDED_TO_REPOSITORY,000052e478314a8269a60011cdd36141e38937935d2231494a62c92ddf6ad05a,41898
6976674,0000034.pdf,https://www.aihe.edu.au/uploads/4/5/6/5/45658683/hand_hygiene-_overview_doc.pdf,6T2QKNRYYOZFO26OBDT2B33B6DAASVBD,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046150067.51/warc/CC-MAIN-20210723210216-20210724000216-00065.warc.gz,626186884,626396965,,ADDED_TO_REPOSITORY,000054b0c4865914c5428958898199b18937dc2f6bbfe3c224291951989f4470,219253
5778521,0000035.pdf,https://reproductive-health-journal.biomedcentral.com/track/pdf/10.1186/1742-4755-9-14.pdf,R2KFEZY3HUQ5MKIS5YCANRZEJBCCQGWF,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046151641.83/warc/CC-MAIN-20210725080735-20210725110735-00209.warc.gz,498371491,498589473,,ADDED_TO_REPOSITORY,000056d60d7c0d6b54ac957a366611ff6547c8cd3746a0f89e03095b6d33710b,281018
6977367,0000036.pdf,https://www.diocesepb.org/file_download/inline/a769d93a-740d-48fe-b464-3d8dcd243a1e,XQOE5LX2IP6LLL7ZJG4Y7YAFXHVBZFUF,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046154420.77/warc/CC-MAIN-20210803030201-20210803060201-00194.warc.gz,736222635,737193990,length,REFETCHED_SUCCESS,000057eecbfa8538a65a18ad8af6e8cfdd2355cfa91dcc695ff945718d626e03,1085163
2528287,0000037.pdf,https://artint.info/2e/slides/ch03/lect1.pdf,7JKQJE4YPT3C3FUQVUQCLQUR5335C23U,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046154302.46/warc/CC-MAIN-20210802012641-20210802042641-00468.warc.gz,122704594,123025470,,ADDED_TO_REPOSITORY,0000587184efc42f5a8f0686ca1361d788edf38455f7f8b06eefcb445d979253,342133
1781607,0000038.pdf,https://rotaryrally.nl/wp-content/uploads/2017/07/2019-Rotary-Rally-uitslag-totaal.pdf,732MDPXK6BTUOAF3GOXG2OSV3AKVWI6I,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046155925.8/warc/CC-MAIN-20210805130514-20210805160514-00117.warc.gz,468110874,468338245,,ADDED_TO_REPOSITORY,0000598339488ea365e6f4ce193ffc97c25c01c672a68adca29ce70b84ac57a8,268635
2946576,0000039.pdf,https://caredx.com/wp-content/uploads/2021/05/EFI-2021-Genetic-risk-factors-in-solid-organ-transplantation-copy.pdf,OKF6IUKWUCCV6KG2CGOBF5M3QKO32WPJ,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046153392.43/warc/CC-MAIN-20210727135323-20210727165323-00042.warc.gz,174212914,175099727,,ADDED_TO_REPOSITORY,00005ee922114b7f0d32cdd7f12dc61a6d9f840022dd4b0cc5b5b22f933519d5,983324
3725198,0000040.pdf,https://freeporthousing.org/Portals/37/July%2021%202021%20Board%20Agenda_1.pdf?ver=2021-07-19-094533-953,BUC6DA2QWU66QAAC26JSSNSO5KFCX4DD,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046151638.93/warc/CC-MAIN-20210725045638-20210725075638-00556.warc.gz,268684667,268939314,,ADDED_TO_REPOSITORY,00006149553b5b3c403fa2e077deb94219ec92bbf73bcb39f6ea3f82456f5053,263126
8017899,0000041.pdf,https://sterilboost.it/wp-content/uploads/2021/01/BROCHURE_SterilBoost.pdf,KRSNTX3TF2GCS35T7YRMTWCFUOPYV2R2,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046150067.51/warc/CC-MAIN-20210723210216-20210724000216-00086.warc.gz,528739916,529719928,length,REFETCHED_SUCCESS,00006283b1e91021ea59e9b32bd375d8be4cc884f371c5c09863acc5ea037381,1651322
5144211,0000042.pdf,https://www.placer.ca.gov/DocumentCenter/View/40590/Organizational-Chart-by-Function-PDF,OOJZDYWDU5NTDFGGMHRSTFDGWDZLRNXL,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046150307.84/warc/CC-MAIN-20210724160723-20210724190723-00100.warc.gz,949857517,949875545,,ADDED_TO_REPOSITORY,000066ee6e4ff7697ebc528331105d0a1c552d8224cf8cdefaf08ae800b63a99,20781
268987,0000043.pdf,http://neksweddings.com/cgi-bin/content/view.php?data=all_time_klezmers&filetype=pdf&id=34c9b6b98767dd93b8ef25b929b6eb90,REKLIJELZ736WGSYUBYCOQT7L4ASKWF7,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046153857.70/warc/CC-MAIN-20210729105515-20210729135515-00508.warc.gz,25790871,25899885,,ADDED_TO_REPOSITORY,00006d6a1ff7ad3cef99131831cf27ace3762b4ca8b81521d14fdea917fbacb2,129436
2177981,0000044.pdf,https://appliedselfdirection.com/file/1420/download?token=ywY3aFh5,UXO72WQNNMGAYYKZAKHSFET35KA47LSW,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046151563.91/warc/CC-MAIN-20210725014052-20210725044052-00308.warc.gz,124224025,124391983,,ADDED_TO_REPOSITORY,00006e07c34a9d0297820a70486ddd1ea401ebf5e8e234e75cb3c2f0764acd45,177648
2177982,0000044.pdf,https://www.appliedselfdirection.com/file/1420/download?token=ywY3aFh5,UXO72WQNNMGAYYKZAKHSFET35KA47LSW,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046154175.76/warc/CC-MAIN-20210801092716-20210801122716-00091.warc.gz,633081350,633249310,,ADDED_TO_REPOSITORY,00006e07c34a9d0297820a70486ddd1ea401ebf5e8e234e75cb3c2f0764acd45,177648
7649556,0000045.pdf,https://tustinarearwf.org/wp-content/uploads/2021/06/May-2021-Newsletter.pdf,QQ5DDRFCTR3B52HXMPV6LZO4L7U2DAYF,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046154219.62/warc/CC-MAIN-20210801190212-20210801220212-00035.warc.gz,585081516,586113630,length,REFETCHED_SUCCESS,00006f47d6c4267c1afc92be7e40c4786b8bcb863014b7946dca9679b31ae907,2801891
7533501,0000046.pdf,https://www2.health.vic.gov.au/Api/downloadmedia/%7B84212CFF-1AF0-4D50-AC09-DD8AB4C5379A%7D,J4CWGZTH73JC4ZK3NCYDZTYHZJVXBCDA,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046154500.32/warc/CC-MAIN-20210804013942-20210804043942-00189.warc.gz,1080614022,1080647209,,ADDED_TO_REPOSITORY,000074d44c6810d89e7cb27d159fc86043f115d2fa3705a9b9260fd0ca11bd90,46791
4021877,0000047.pdf,https://legistar.council.nyc.gov/ViewReport.ashx?M=R&N=Master&GID=61&ID=1937605&GUID=E1EA702F-E623-44AD-9D40-877C31EBF9D7&Title=Legislation+Details,YO7FYYN6K7AMUINBG4QPKATQDQWP7LSO,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046154158.4/warc/CC-MAIN-20210801030158-20210801060158-00239.warc.gz,372235731,372295408,,ADDED_TO_REPOSITORY,000079981048ffaca81d63a1aafcb012d0a4b35725654d95f79e189f303eb585,61468
5312127,0000048.pdf,https://www.lowellotb.org/downloads/pdf/otbhofnomination.pdf,5KW6GBOKCSGFKCDIUT3SNC7FJHISIMIB,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046153803.69/warc/CC-MAIN-20210728220634-20210729010634-00351.warc.gz,885182726,885227042,,ADDED_TO_REPOSITORY,000079cea03a58f48ce4d9efd81918e40061a05ab6f447f54fafe46ca5cd7eef,47153
1878373,0000049.pdf,https://www.chlpi.org/wp-content/uploads/2013/12/Perennial-Agriculture-comment-letter_Harvard_Partnership-for-a-Perennial-Agriculture.pdf,2BSQHWAYDYLV3EAZLYXLLDGVTPXSI7HA,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046153729.44/warc/CC-MAIN-20210728123318-20210728153318-00298.warc.gz,707173117,707459530,,ADDED_TO_REPOSITORY,00007aa9372e3d6e958626e18fa20a2262fdf27b271a3129a0bf47e372f9b9e0,295081
7949469,0000050.pdf,https://www.holyfamilyrunawaybay.org.au/uploads/3/1/1/9/31198485/nl2020_0329.pdf,UVNT43KQOOOMWIJSXP3BWIQSJK7RA3DX,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046151760.94/warc/CC-MAIN-20210725174608-20210725204608-00033.warc.gz,837381836,838348102,length,REFETCHED_SUCCESS,00007c593f3e465e79eb08b6b79be7375a81c585359067d4712362a37c535ff4,1343803
6019874,0000051.pdf,http://revistasferapoliticii.ro/sfera/203-204/pdf/203-204.03.Radu_Buti.pdf,QR7QZ66ISHX2EWIQLCRYUPABUQ3DDMN7,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046154408.7/warc/CC-MAIN-20210802234539-20210803024539-00442.warc.gz,36733253,36954184,,ADDED_TO_REPOSITORY,000080f2bf7a1481c315eefe8fc987ca12953843ca368d76c639cd18f319b18d,230518
229293,0000052.pdf,https://adoplayer.com/Adoplayer.com%20-%20Privacy%20Policy%20(GDPR).pdf,PWRN5HXJTD6QSK53D6PSAMFIFEGZX3DG,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046151972.40/warc/CC-MAIN-20210726000859-20210726030859-00084.warc.gz,113152590,113271289,,ADDED_TO_REPOSITORY,00008240d415723a31ecb02cfb32ae74614f9638033f9c74f1f33daf25ae8a19,127527
229294,0000052.pdf,https://www.adoplayer.com/Adoplayer.com%20-%20Privacy%20Policy%20(GDPR).pdf,PWRN5HXJTD6QSK53D6PSAMFIFEGZX3DG,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046153816.3/warc/CC-MAIN-20210729043158-20210729073158-00429.warc.gz,624566548,624685249,,ADDED_TO_REPOSITORY,00008240d415723a31ecb02cfb32ae74614f9638033f9c74f1f33daf25ae8a19,127527
1453876,0000053.pdf,https://pgmapinfo.princegeorge.ca/legals/PGP36842.pdf,QZAZOYMCBY2FIY3WDVJ5D3ICDMSNTC4Q,application/pdf,application/pdf,crawl-data/CC-MAIN-2021-31/segments/1627046155458.35/warc/CC-MAIN-20210805063730-20210805093730-00397.warc.gz,459283494,459318158,,ADDED_TO_REPOSITORY,000082d3a2ecfd23176763f903c13869ce8807b9f225d0d4101b8916d5231913,37781
